
200/10000,0,-10,0.009986
201/10000,1,0,0.009986
202/10000,1,0,0.009986
203/10000,0,-10,0.009986
204/10000,1,0,0.009986
205/10000,3,20,0.009986
206/10000,1,0,0.009986
207/10000,0,-10,0.009986
208/10000,0,-10,0.009986
209/10000,0,-10,0.009986
210/10000,0,-10,0.009986
211/10000,0,-10,0.009986
212/10000,1,0,0.009986
213/10000,3,20,0.009986
214/10000,2,10,0.009986
215/10000,1,0,0.009986
216/10000,0,-10,0.009986
217/10000,0,-10,0.009986
218/10000,1,0,0.009986
219/10000,0,-10,0.009986
220/10000,3,20,0.009986
221/10000,0,-10,0.009986
222/10000,0,-10,0.009986
223/10000,0,-10,0.009986
224/10000,1,0,0.009986
225/10000,1,0,0.009986
226/10000,1,0,0.009986
227/10000,1,0,0.009986
228/10000,3,20,0.009986
229/10000,0,-10,0.009986
230/10000,0,-10,0.009986
231/10000,0,-10,0.009986
232/10000,1,0,0.009986
233/10000,1,0,0.009986
234/10000,1,0,0.009986
235/10000,0,-10,0.009986
236/10000,0,-10,0.009986
237/10000,0,-10,0.009986
238/10000,2,10,0.009986
239/10000,1,0,0.009986
240/10000,1,0,0.009986
241/10000,0,-10,0.009986
242/10000,1,0,0.009986
243/10000,0,-10,0.009986
244/10000,0,-10,0.009986
245/10000,0,-10,0.009986
246/10000,0,-10,0.009986
247/10000,1,0,0.009986
248/10000,1,0,0.009986
249/10000,4,30,0.009986
250/10000,0,-10,0.009986
251/10000,1,0,0.009986
252/10000,1,0,0.009986
253/10000,1,0,0.009986
254/10000,0,-10,0.009986
255/10000,2,10,0.009986
256/10000,0,-10,0.009986
257/10000,2,10,0.009986
258/10000,1,0,0.009986
259/10000,3,20,0.009986
260/10000,2,10,0.009986
261/10000,1,0,0.009986
262/10000,2,10,0.009986
263/10000,0,-10,0.009986
264/10000,0,-10,0.009986
265/10000,0,-10,0.009986
266/10000,1,0,0.009986
267/10000,2,10,0.009986
268/10000,1,0,0.009986
269/10000,1,0,0.009986
270/10000,0,-10,0.009986
271/10000,1,0,0.009986
272/10000,2,10,0.009986
273/10000,1,0,0.009986
274/10000,1,0,0.009986
275/10000,2,10,0.009986
276/10000,1,0,0.009986
277/10000,3,20,0.009986
278/10000,1,0,0.009986
279/10000,0,-10,0.009986
280/10000,1,0,0.009986
281/10000,0,-10,0.009986
282/10000,1,0,0.009986
283/10000,0,-10,0.009986
284/10000,1,0,0.009986
285/10000,2,10,0.009986
286/10000,2,10,0.009986
287/10000,0,-10,0.009986
288/10000,1,0,0.009986
289/10000,1,0,0.009986
290/10000,0,-10,0.009986
291/10000,3,20,0.009986
292/10000,2,10,0.009986
293/10000,0,-10,0.009986
294/10000,1,0,0.009986
295/10000,0,-10,0.009986
296/10000,2,10,0.009986
297/10000,2,10,0.009986
298/10000,2,10,0.009986
299/10000,1,0,0.009986
300/10000,0,-10,0.009986
301/10000,1,0,0.009986
302/10000,1,0,0.009986
303/10000,4,30,0.009986
304/10000,3,20,0.009986
305/10000,4,30,0.009986
306/10000,0,-10,0.009986
307/10000,0,-10,0.009986
308/10000,2,10,0.009986
309/10000,1,0,0.009986
310/10000,0,-10,0.009986
311/10000,1,0,0.009986
312/10000,1,0,0.009986
313/10000,0,-10,0.009986
314/10000,1,0,0.009986
315/10000,4,30,0.009986
316/10000,1,0,0.009986
317/10000,1,0,0.009986
318/10000,4,30,0.009986
319/10000,1,0,0.009986
320/10000,0,-10,0.009986
321/10000,0,-10,0.009986
322/10000,4,30,0.009986
323/10000,0,-10,0.009986
324/10000,2,10,0.009986
325/10000,0,-10,0.009986
326/10000,0,-10,0.009986
327/10000,3,20,0.009986
328/10000,1,0,0.009986
329/10000,1,0,0.009986
330/10000,2,10,0.009986
331/10000,1,0,0.009986
332/10000,1,0,0.009986
333/10000,0,-10,0.009986
334/10000,1,0,0.009986
335/10000,0,-10,0.009986
336/10000,1,0,0.009986
337/10000,1,0,0.009986
338/10000,1,0,0.009986
339/10000,1,0,0.009986
340/10000,1,0,0.009986
341/10000,3,20,0.009986
342/10000,2,10,0.009986
343/10000,1,0,0.009986
344/10000,1,0,0.009986
345/10000,2,10,0.009986
346/10000,5,40,0.009986
347/10000,6,50,0.009986
348/10000,3,20,0.009986
349/10000,1,0,0.009986
350/10000,0,-10,0.009986
351/10000,2,10,0.009986
352/10000,0,-10,0.009986
353/10000,3,20,0.009986
354/10000,3,20,0.009986
355/10000,0,-10,0.009986
356/10000,0,-10,0.009986
357/10000,2,10,0.009986
358/10000,1,0,0.009986
359/10000,1,0,0.009986
360/10000,1,0,0.009986
361/10000,2,10,0.009986
362/10000,2,10,0.009986
363/10000,0,-10,0.009986
364/10000,0,-10,0.009986
365/10000,1,0,0.009986
366/10000,2,10,0.009986
367/10000,4,30,0.009986
368/10000,4,30,0.009986
369/10000,2,10,0.009986
370/10000,1,0,0.009986
371/10000,3,20,0.009986
372/10000,1,0,0.009986
373/10000,1,0,0.009986
374/10000,0,-10,0.009986
375/10000,1,0,0.009986
376/10000,1,0,0.009986
377/10000,4,30,0.009986
378/10000,3,20,0.009986
379/10000,2,10,0.009986
380/10000,1,0,0.009986
381/10000,1,0,0.009986
382/10000,1,0,0.009986
383/10000,6,50,0.009986
384/10000,6,50,0.009986
385/10000,2,10,0.009986
386/10000,2,10,0.009986
387/10000,1,0,0.009986
388/10000,3,20,0.009986
389/10000,0,-10,0.009986
390/10000,3,20,0.009986
391/10000,3,20,0.009986
392/10000,4,30,0.009986
393/10000,2,10,0.009986
394/10000,2,10,0.009986
395/10000,1,0,0.009986
396/10000,8,70,0.009986
397/10000,3,20,0.009986
398/10000,0,-10,0.009986
399/10000,5,40,0.009986
400/10000,2,10,0.009986
401/10000,1,0,0.009986
402/10000,2,10,0.009986
403/10000,2,10,0.009986
404/10000,1,0,0.009986
405/10000,0,-10,0.009986
406/10000,1,0,0.009986
407/10000,1,0,0.009986
408/10000,2,10,0.009986
409/10000,1,0,0.009986
410/10000,3,20,0.009986
411/10000,1,0,0.009986
412/10000,1,0,0.009986
413/10000,2,10,0.009986
414/10000,1,0,0.009986
415/10000,5,40,0.009986
416/10000,1,0,0.009986
417/10000,2,10,0.009986
418/10000,5,40,0.009986
419/10000,1,0,0.009986
420/10000,1,0,0.009986
421/10000,3,20,0.009986
422/10000,1,0,0.009986
423/10000,1,0,0.009986
424/10000,4,30,0.009986
425/10000,0,-10,0.009986
426/10000,2,10,0.009986
427/10000,0,-10,0.009986
428/10000,0,-10,0.009986
429/10000,7,60,0.009986
430/10000,2,10,0.009986
431/10000,2,10,0.009986
432/10000,4,30,0.009986
433/10000,2,10,0.009986
434/10000,2,10,0.009986
435/10000,3,20,0.009986
436/10000,3,20,0.009986
437/10000,7,60,0.009986
438/10000,1,0,0.009986
439/10000,1,0,0.009986
440/10000,1,0,0.009986
441/10000,4,30,0.009986
442/10000,2,10,0.009986
443/10000,1,0,0.009986
444/10000,2,10,0.009986
445/10000,5,40,0.009986
446/10000,2,10,0.009986
447/10000,0,-10,0.009986
448/10000,2,10,0.009986
449/10000,1,0,0.009986
450/10000,2,10,0.009986
451/10000,0,-10,0.009986
452/10000,1,0,0.009986
453/10000,0,-10,0.009986
454/10000,0,-10,0.009986
455/10000,1,0,0.009986
456/10000,2,10,0.009986
457/10000,6,50,0.009986
458/10000,1,0,0.009986
459/10000,4,30,0.009986
460/10000,1,0,0.009986
461/10000,3,20,0.009986
462/10000,1,0,0.009986
463/10000,5,40,0.009986
464/10000,1,0,0.009986
465/10000,1,0,0.009986
466/10000,4,30,0.009986
467/10000,2,10,0.009986
468/10000,2,10,0.009986
469/10000,1,0,0.009986
470/10000,1,0,0.009986
471/10000,1,0,0.009986
472/10000,1,0,0.009986
473/10000,1,0,0.009986
474/10000,3,20,0.009986
475/10000,6,50,0.009986
476/10000,4,30,0.009986
477/10000,0,-10,0.009986
478/10000,1,0,0.009986
479/10000,2,10,0.009986
480/10000,4,30,0.009986
481/10000,8,70,0.009986
482/10000,3,20,0.009986
483/10000,1,0,0.009986
484/10000,1,0,0.009986
485/10000,3,20,0.009986
486/10000,3,20,0.009986
487/10000,4,30,0.009986
488/10000,1,0,0.009986
489/10000,1,0,0.009986
490/10000,2,10,0.009986
491/10000,1,0,0.009986
492/10000,0,-10,0.009986
493/10000,1,0,0.009986
494/10000,3,20,0.009986
495/10000,1,0,0.009986
496/10000,2,10,0.009986
497/10000,4,30,0.009986
498/10000,2,10,0.009986
499/10000,1,0,0.009986
500/10000,5,40,0.009986
501/10000,1,0,0.009986
502/10000,3,20,0.009986
503/10000,2,10,0.009986
504/10000,1,0,0.009986
505/10000,3,20,0.009986
506/10000,0,-10,0.009986
507/10000,0,-10,0.009986
508/10000,3,20,0.009986
509/10000,4,30,0.009986
510/10000,3,20,0.009986
511/10000,8,70,0.009986
512/10000,2,10,0.009986
513/10000,3,20,0.009986
514/10000,0,-10,0.009986
515/10000,2,10,0.009986
516/10000,1,0,0.009986
517/10000,7,60,0.009986
518/10000,0,-10,0.009986
519/10000,3,20,0.009986
520/10000,2,10,0.009986
521/10000,5,40,0.009986
522/10000,7,60,0.009986
523/10000,4,30,0.009986
524/10000,1,0,0.009986
525/10000,1,0,0.009986
526/10000,2,10,0.009986
527/10000,1,0,0.009986
528/10000,1,0,0.009986
529/10000,4,30,0.009986
530/10000,2,10,0.009986
531/10000,3,20,0.009986
532/10000,2,10,0.009986
533/10000,4,30,0.009986
534/10000,5,40,0.009986
535/10000,1,0,0.009986
536/10000,4,30,0.009986
537/10000,9,80,0.009986
538/10000,1,0,0.009986
539/10000,5,40,0.009986
540/10000,2,10,0.009986
541/10000,4,30,0.009986
542/10000,0,-10,0.009986
543/10000,1,0,0.009986
544/10000,0,-10,0.009986
545/10000,3,20,0.009986
546/10000,2,10,0.009986
547/10000,1,0,0.009986
548/10000,1,0,0.009986
549/10000,3,20,0.009986
550/10000,3,20,0.009986
551/10000,1,0,0.009986
552/10000,2,10,0.009986
553/10000,2,10,0.009986
554/10000,2,10,0.009986
555/10000,3,20,0.009986
556/10000,12,110,0.009986
557/10000,1,0,0.009986
558/10000,6,50,0.009986
559/10000,1,0,0.009986
560/10000,4,30,0.009986
561/10000,1,0,0.009986
562/10000,1,0,0.009986
563/10000,3,20,0.009986
564/10000,1,0,0.009986
565/10000,2,10,0.009986
566/10000,5,40,0.009986
567/10000,4,30,0.009986
568/10000,3,20,0.009986
569/10000,1,0,0.009986
570/10000,1,0,0.009986
571/10000,0,-10,0.009986
572/10000,3,20,0.009986
573/10000,1,0,0.009986
574/10000,2,10,0.009986
575/10000,8,70,0.009986
576/10000,5,40,0.009986
577/10000,1,0,0.009986
578/10000,0,-10,0.009986
579/10000,2,10,0.009986
580/10000,1,0,0.009986
581/10000,2,10,0.009986
582/10000,1,0,0.009986
583/10000,1,0,0.009986
584/10000,0,-10,0.009986
585/10000,1,0,0.009986
586/10000,4,30,0.009986
587/10000,2,10,0.009986
588/10000,5,40,0.009986
589/10000,2,10,0.009986
590/10000,4,30,0.009986
591/10000,0,-10,0.009986
592/10000,4,30,0.009986
593/10000,1,0,0.009986
594/10000,1,0,0.009986
595/10000,3,20,0.009986
596/10000,2,10,0.009986
597/10000,1,0,0.009986
598/10000,0,-10,0.009986
599/10000,1,0,0.009986
600/10000,2,10,0.009986
601/10000,1,0,0.009986
602/10000,4,30,0.009986
603/10000,0,-10,0.009986
604/10000,8,70,0.009986
605/10000,1,0,0.009986
606/10000,3,20,0.009986
607/10000,1,0,0.009986
608/10000,1,0,0.009986
609/10000,2,10,0.009986
610/10000,2,10,0.009986
611/10000,1,0,0.009986
612/10000,2,10,0.009986
613/10000,1,0,0.009986
614/10000,3,20,0.009986
615/10000,1,0,0.009986
616/10000,3,20,0.009986
617/10000,4,30,0.009986
618/10000,1,0,0.009986
619/10000,9,80,0.009986
620/10000,2,10,0.009986
621/10000,2,10,0.009986
622/10000,0,-10,0.009986
623/10000,1,0,0.009986
624/10000,10,90,0.009986
625/10000,5,40,0.009986
626/10000,1,0,0.009986
627/10000,1,0,0.009986
628/10000,1,0,0.009986
629/10000,5,40,0.009986
630/10000,3,20,0.009986
631/10000,2,10,0.009986
632/10000,4,30,0.009986
633/10000,2,10,0.009986
634/10000,2,10,0.009986
635/10000,0,-10,0.009986
636/10000,1,0,0.009986
637/10000,2,10,0.009986
638/10000,9,80,0.009986
639/10000,1,0,0.009986
640/10000,4,30,0.009986
641/10000,1,0,0.009986
642/10000,1,0,0.009986
643/10000,1,0,0.009986
644/10000,7,60,0.009986
645/10000,3,20,0.009986
646/10000,3,20,0.009986
647/10000,1,0,0.009986
648/10000,5,40,0.009986
649/10000,1,0,0.009986
650/10000,2,10,0.009986
651/10000,10,90,0.009986
652/10000,4,30,0.009986
653/10000,2,10,0.009986
654/10000,4,30,0.009986
655/10000,5,40,0.009986
656/10000,1,0,0.009986
657/10000,7,60,0.009986
658/10000,1,0,0.009986
659/10000,4,30,0.009986
660/10000,13,120,0.009986
661/10000,1,0,0.009986
662/10000,7,60,0.009986
663/10000,4,30,0.009986
664/10000,2,10,0.009986
665/10000,3,20,0.009986
666/10000,4,30,0.009986
667/10000,3,20,0.009986
668/10000,6,50,0.009986
669/10000,5,40,0.009986
670/10000,7,60,0.009986
671/10000,4,30,0.009986
672/10000,2,10,0.009986
673/10000,1,0,0.009986
674/10000,2,10,0.009986
675/10000,1,0,0.009986
676/10000,4,30,0.009986
677/10000,2,10,0.009986
678/10000,1,0,0.009986
679/10000,1,0,0.009986
680/10000,5,40,0.009986
681/10000,3,20,0.009986
682/10000,4,30,0.009986
683/10000,1,0,0.009986
684/10000,4,30,0.009986
685/10000,1,0,0.009986
686/10000,1,0,0.009986
687/10000,2,10,0.009986
688/10000,2,10,0.009986
689/10000,0,-10,0.009986
690/10000,0,-10,0.009986
691/10000,4,30,0.009986
692/10000,6,50,0.009986
693/10000,1,0,0.009986
694/10000,4,30,0.009986
695/10000,1,0,0.009986
696/10000,3,20,0.009986
697/10000,3,20,0.009986
698/10000,7,60,0.009986
699/10000,2,10,0.009986
700/10000,1,0,0.009986
701/10000,3,20,0.009986
702/10000,1,0,0.009986
703/10000,6,50,0.009986
704/10000,6,50,0.009986
705/10000,1,0,0.009986
706/10000,1,0,0.009986
707/10000,1,0,0.009986
708/10000,1,0,0.009986
709/10000,1,0,0.009986
710/10000,4,30,0.009986
711/10000,3,20,0.009986
712/10000,0,-10,0.009986
713/10000,3,20,0.009986
714/10000,6,50,0.009986
715/10000,3,20,0.009986
716/10000,1,0,0.009986
717/10000,0,-10,0.009986
718/10000,2,10,0.009986
719/10000,1,0,0.009986
720/10000,3,20,0.009986
721/10000,5,40,0.009986
722/10000,0,-10,0.009986
723/10000,1,0,0.009986
724/10000,4,30,0.009986
725/10000,2,10,0.009986
726/10000,7,60,0.009986
727/10000,7,60,0.009986
728/10000,13,120,0.009986
729/10000,7,60,0.009986
730/10000,3,20,0.009986
731/10000,1,0,0.009986
732/10000,12,110,0.009986
733/10000,5,40,0.009986
734/10000,2,10,0.009986
735/10000,5,40,0.009986
736/10000,2,10,0.009986
737/10000,2,10,0.009986
738/10000,12,110,0.009986
739/10000,3,20,0.009986
740/10000,7,60,0.009986
741/10000,3,20,0.009986
742/10000,1,0,0.009986
743/10000,1,0,0.009986
744/10000,1,0,0.009986
745/10000,3,20,0.009986
746/10000,5,40,0.009986
747/10000,3,20,0.009986
748/10000,9,80,0.009986
749/10000,1,0,0.009986
750/10000,10,90,0.009986
751/10000,1,0,0.009986
752/10000,7,60,0.009986
753/10000,3,20,0.009986
754/10000,4,30,0.009986
755/10000,10,90,0.009986
756/10000,2,10,0.009986
757/10000,1,0,0.009986
758/10000,7,60,0.009986
759/10000,1,0,0.009986
760/10000,5,40,0.009986
761/10000,12,110,0.009986
762/10000,10,90,0.009986
763/10000,1,0,0.009986
764/10000,1,0,0.009986
765/10000,1,0,0.009986
766/10000,1,0,0.009986
767/10000,1,0,0.009986
768/10000,1,0,0.009986
769/10000,1,0,0.009986
770/10000,2,10,0.009986
771/10000,2,10,0.009986
772/10000,2,10,0.009986
773/10000,2,10,0.009986
774/10000,6,50,0.009986
775/10000,5,40,0.009986
776/10000,1,0,0.009986
777/10000,0,-10,0.009986
778/10000,3,20,0.009986
779/10000,7,60,0.009986
780/10000,15,140,0.009986
781/10000,1,0,0.009986
782/10000,7,60,0.009986
783/10000,1,0,0.009986
784/10000,2,10,0.009986
785/10000,5,40,0.009986
786/10000,1,0,0.009986
787/10000,2,10,0.009986
788/10000,1,0,0.009986
789/10000,6,50,0.009986
790/10000,3,20,0.009986
791/10000,2,10,0.009986
792/10000,3,20,0.009986
793/10000,2,10,0.009986
794/10000,7,60,0.009986
795/10000,7,60,0.009986
796/10000,1,0,0.009986
797/10000,1,0,0.009986
798/10000,1,0,0.009986
799/10000,1,0,0.009986
800/10000,2,10,0.009986
801/10000,4,30,0.009986
802/10000,3,20,0.009986
803/10000,2,10,0.009986
804/10000,4,30,0.009986
805/10000,3,20,0.009986
806/10000,4,30,0.009986
807/10000,6,50,0.009986
808/10000,5,40,0.009986
809/10000,6,50,0.009986
810/10000,1,0,0.009986
811/10000,7,60,0.009986
812/10000,1,0,0.009986
813/10000,1,0,0.009986
814/10000,2,10,0.009986
815/10000,7,60,0.009986
816/10000,1,0,0.009986
817/10000,7,60,0.009986
818/10000,3,20,0.009986
819/10000,2,10,0.009986
820/10000,1,0,0.009986
821/10000,3,20,0.009986
822/10000,2,10,0.009986
823/10000,1,0,0.009986
824/10000,13,120,0.009986
825/10000,1,0,0.009986
826/10000,1,0,0.009986
827/10000,5,40,0.009986
828/10000,3,20,0.009986
829/10000,3,20,0.009986
830/10000,4,30,0.009986
831/10000,3,20,0.009986
832/10000,0,-10,0.009986
833/10000,8,70,0.009986
834/10000,3,20,0.009986
835/10000,9,80,0.009986
836/10000,6,50,0.009986
837/10000,4,30,0.009986
838/10000,2,10,0.009986
839/10000,1,0,0.009986
840/10000,2,10,0.009986
841/10000,6,50,0.009986
842/10000,8,70,0.009986
843/10000,4,30,0.009986
844/10000,3,20,0.009986
845/10000,2,10,0.009986
846/10000,2,10,0.009986
847/10000,4,30,0.009986
848/10000,6,50,0.009986
849/10000,3,20,0.009986
850/10000,7,60,0.009986
851/10000,3,20,0.009986
852/10000,5,40,0.009986
853/10000,6,50,0.009986
854/10000,1,0,0.009986
855/10000,2,10,0.009986
856/10000,0,-10,0.009986
857/10000,1,0,0.009986
858/10000,2,10,0.009986
859/10000,9,80,0.009986
860/10000,5,40,0.009986
861/10000,1,0,0.009986
862/10000,5,40,0.009986
863/10000,3,20,0.009986
864/10000,5,40,0.009986
865/10000,3,20,0.009986
866/10000,0,-10,0.009986
867/10000,6,50,0.009986
868/10000,7,60,0.009986
869/10000,1,0,0.009986
870/10000,1,0,0.009986
871/10000,1,0,0.009986
872/10000,1,0,0.009986
873/10000,7,60,0.009986
874/10000,5,40,0.009986
875/10000,7,60,0.009986
876/10000,10,90,0.009986
877/10000,3,20,0.009986
878/10000,1,0,0.009986
879/10000,3,20,0.009986
880/10000,8,70,0.009986
881/10000,3,20,0.009986
882/10000,5,40,0.009986
883/10000,2,10,0.009986
884/10000,4,30,0.009986
885/10000,8,70,0.009986
886/10000,2,10,0.009986
887/10000,1,0,0.009986
888/10000,1,0,0.009986
889/10000,5,40,0.009986
890/10000,2,10,0.009986
891/10000,1,0,0.009986
892/10000,3,20,0.009986
893/10000,8,70,0.009986
894/10000,5,40,0.009986
895/10000,2,10,0.009986
896/10000,2,10,0.009986
897/10000,9,80,0.009986
898/10000,2,10,0.009986
899/10000,9,80,0.009986
900/10000,3,20,0.009986
901/10000,1,0,0.009986
902/10000,0,-10,0.009986
903/10000,1,0,0.009986
904/10000,1,0,0.009986
905/10000,2,10,0.009986
906/10000,3,20,0.009986
907/10000,3,20,0.009986
908/10000,12,110,0.009986
909/10000,2,10,0.009986
910/10000,2,10,0.009986
911/10000,5,40,0.009986
912/10000,8,70,0.009986
913/10000,1,0,0.009986
914/10000,3,20,0.009986
915/10000,5,40,0.009986
916/10000,7,60,0.009986
917/10000,1,0,0.009986
918/10000,1,0,0.009986
919/10000,2,10,0.009986
920/10000,4,30,0.009986
921/10000,2,10,0.009986
922/10000,3,20,0.009986
923/10000,6,50,0.009986
924/10000,3,20,0.009986
925/10000,3,20,0.009986
926/10000,3,20,0.009986
927/10000,3,20,0.009986
928/10000,1,0,0.009986
929/10000,2,10,0.009986
930/10000,8,70,0.009986
931/10000,5,40,0.009986
932/10000,2,10,0.009986
933/10000,2,10,0.009986
934/10000,3,20,0.009986
935/10000,4,30,0.009986
936/10000,5,40,0.009986
937/10000,2,10,0.009986
938/10000,2,10,0.009986
939/10000,1,0,0.009986
940/10000,0,-10,0.009986
941/10000,3,20,0.009986
942/10000,1,0,0.009986
943/10000,4,30,0.009986
944/10000,8,70,0.009986
